tool		Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6
reducercommutativity/avg05-1.yml	true											ERROR (server error, after parsing finished)	371.574560356	275.3006330820026	2102.222848	cloud-24441										
reducercommutativity/avg10-2.yml	true											ERROR (server error, after parsing finished)	125.476507897	111.45187540899997	720.269312	cloud-24441										
reducercommutativity/avg20-2.yml	true											ERROR (server error, after parsing finished)	137.121818806	115.11768151700016	844.414976	cloud-24261										
reducercommutativity/avg40-2.yml	true											ERROR (server error, after parsing finished)	137.559939316	114.21130106799683	738.582528	cloud-24444										
reducercommutativity/avg60-1.yml	true											ERROR (server error, after parsing finished)	142.026615862	116.72546505499486	794.157056	cloud-24443										
reducercommutativity/max.yml	true											ERROR (frontend failed, before parsing finished)	2.252879804	1.330487904997426	105.422848	cloud-24441										
reducercommutativity/max05-1.yml	true											ERROR (server error, after parsing finished)	126.465830244	113.60836158600068	647.692288	cloud-24444										
reducercommutativity/max10-1.yml	true											ERROR (server error, after parsing finished)	133.336960598	114.646398486002	711.196672	cloud-24441										
reducercommutativity/max20-1.yml	true											ERROR (server error, after parsing finished)	139.99863371	115.95919723800034	917.884928	cloud-24261										
reducercommutativity/max40-1.yml	true											ERROR (server error, after parsing finished)	140.261251425	114.97901932199966	775.311360	cloud-24261										
reducercommutativity/max60-2.yml	true											ERROR (server error, after parsing finished)	143.212545114	116.2014014310007	819.183616	cloud-24261										
reducercommutativity/rangesum.yml	false											ERROR (frontend failed, before parsing finished)	2.428520002	1.441805310001655	104.480768	cloud-24441										
reducercommutativity/rangesum05.yml	false											ERROR (server error, after parsing finished)	31.630232952	17.098581573998672	573.304832	cloud-24261										
reducercommutativity/rangesum10.yml	false											ERROR (server error, after parsing finished)	25.383783303	14.455207275997964	611.921920	cloud-24443										
reducercommutativity/rangesum20.yml	false											ERROR (server error, after parsing finished)	27.720306276	15.460185893000016	562.069504	cloud-24261										
reducercommutativity/rangesum40.yml	false											ERROR (server error, after parsing finished)	48.529477791	27.600262852000014	646.385664	cloud-24441										
reducercommutativity/rangesum60.yml	false											ERROR (server error, after parsing finished)	26.667892886	15.084471450001729	702.943232	cloud-24261										
reducercommutativity/sep.yml	true											ERROR (frontend failed, before parsing finished)	2.640973188	1.5954055000001972	108.171264	cloud-24444										
reducercommutativity/sep05-1.yml	true											ERROR (server error, after parsing finished)	113.148870764	90.66619371499837	953.503744	cloud-24441										
reducercommutativity/sep10-2.yml	true											ERROR (server error, after parsing finished)	141.380173165	114.53564806400027	1506.369536	cloud-24441										
reducercommutativity/sep20-1.yml	true											ERROR (server error, after parsing finished)	131.122787563	110.97519742199802	819.437568	cloud-23941										
reducercommutativity/sep40-1.yml	true											ERROR (server error, after parsing finished)	140.860195872	115.18535423300273	783.695872	cloud-24261										
reducercommutativity/sep60-2.yml	true											ERROR (server error, after parsing finished)	136.749990422	114.26488548400084	1012.232192	cloud-24441										
reducercommutativity/sum05-2.yml	true											ERROR (server error, after parsing finished)	141.552365884	114.69676627499939	1666.211840	cloud-24444										
reducercommutativity/sum10-1.yml	true											ERROR (server error, after parsing finished)	140.969603485	119.239243272	674.824192	cloud-24441										
reducercommutativity/sum20-2.yml	true											ERROR (server error, after parsing finished)	137.846680666	115.9379229469996	875.192320	cloud-24444										
reducercommutativity/sum40-2.yml	true											ERROR (server error, after parsing finished)	128.640244737	110.30071225100255	837.132288	cloud-23942										
reducercommutativity/sum60-2.yml	true											ERROR (server error, after parsing finished)	136.847379254	114.29094501600048	786.358272	cloud-24443										
array-tiling/mbpr2.yml	true											ERROR (server error, after parsing finished)	133.524136945	115.77943807700285	762.355712	cloud-24441										
array-tiling/mbpr3.yml	true											ERROR (server error, after parsing finished)	134.248979168	115.50181567000254	818.962432	cloud-24261										
array-tiling/mbpr4.yml	true											ERROR (server error, after parsing finished)	134.524704345	118.07684758499818	601.104384	cloud-24444										
array-tiling/mbpr5.yml	true											ERROR (server error, after parsing finished)	132.345460395	116.62752377700053	608.694272	cloud-24261										
array-tiling/mlceu.yml	false											ERROR (server error, after parsing finished)	26.02378395	14.053820390996407	525.910016	cloud-24441										
array-tiling/mlceu2.yml	true											ERROR (server error, after parsing finished)	26.030808827	14.58170524900197	565.293056	cloud-24261										
array-tiling/nr2.yml	true											ERROR (server error, after parsing finished)	134.64499335	116.69794977899983	701.644800	cloud-24441										
array-tiling/nr3.yml	true											ERROR (server error, after parsing finished)	131.642875687	116.15978867900048	626.601984	cloud-24441										
array-tiling/nr4.yml	true											ERROR (server error, after parsing finished)	129.171348095	114.81181223000021	677.543936	cloud-24441										
array-tiling/nr5.yml	true											ERROR (server error, after parsing finished)	128.915667414	114.44870375400023	625.098752	cloud-24441										
array-tiling/pnr2.yml	true											ERROR (server error, after parsing finished)	133.802858894	116.12563369100098	685.420544	cloud-24261										
array-tiling/pnr3.yml	true											ERROR (server error, after parsing finished)	130.552878414	115.47811091400217	660.803584	cloud-24441										
array-tiling/pnr4.yml	true											ERROR (server error, after parsing finished)	123.01809766	112.32897531799972	637.988864	cloud-23940										
array-tiling/pnr5.yml	true											ERROR (server error, after parsing finished)	134.172976138	117.87066063300153	650.223616	cloud-24444										
array-tiling/poly1.yml	true											ERROR (frontend failed, before parsing finished)	2.751781469	1.6088624389994948	110.260224	cloud-24261										
array-tiling/poly2.yml	true											ERROR (frontend failed, before parsing finished)	2.906430448	1.676147336998838	112.779264	cloud-24441										
array-tiling/pr2.yml	true											ERROR (server error, after parsing finished)	128.776564832	115.51358881399995	592.396288	cloud-24443										
array-tiling/pr3.yml	true											ERROR (server error, after parsing finished)	130.319608191	115.35995982000168	627.933184	cloud-24441										
array-tiling/pr4.yml	true											ERROR (server error, after parsing finished)	122.117160839	111.59155599301448	630.931456	cloud-23944										
array-tiling/pr5.yml	true											ERROR (server error, after parsing finished)	132.111552681	116.25430020799831	656.252928	cloud-24261										
array-tiling/revcpyswp2.yml	true											ERROR (server error, after parsing finished)	126.763129418	110.56131148998975	1323.024384	cloud-23944										
array-tiling/rew.yml	true											ERROR (server error, after parsing finished)	133.427896702	114.06393021799886	828.108800	cloud-24444										
array-tiling/rewnif.yml	true											ERROR (server error, after parsing finished)	194.136252376	173.52872716801357	1184.317440	cloud-23941										
array-tiling/rewnifrev.yml	true											ERROR (server error, after parsing finished)	129.12451716	114.92962996499773	685.551616	cloud-24261										
array-tiling/rewnifrev2.yml	true											ERROR (server error, after parsing finished)	211.901296733	189.25225378399773	1108.344832	cloud-24443										
array-tiling/rewrev.yml	true											ERROR (server error, after parsing finished)	121.780790016	109.22992640599841	758.464512	cloud-23939										
array-tiling/skipped.yml	true											ERROR (server error, after parsing finished)	134.860754755	121.18225573499876	621.510656	cloud-24261										
array-tiling/skippedu.yml	false											false(unreach-call)	36.230746041	24.36738884999977	629.805056	cloud-24443										
array-tiling/tcpy.yml	true											ERROR (server error, after parsing finished)	130.555642646	116.10107195100136	631.918592	cloud-24261										
array-programs/copysome1-1.yml	true											ERROR (server error, after parsing finished)	138.386451403	114.78023597300034	1165.365248	cloud-24441										
array-programs/copysome1-2.yml	false											ERROR (server error, after parsing finished)	136.9099677	113.99552625199976	1141.424128	cloud-24441										
array-programs/copysome2-1.yml	true											TIMEOUT (ERROR (server error, after parsing finished))	951.294177723	910.7584074260012	2648.297472	cloud-24261										
array-programs/copysome2-2.yml	false											ERROR (server error, after parsing finished)	144.2119812	118.4655705680052	1469.865984	cloud-24441										
array-programs/partial_mod_count_1.yml	true											ERROR (server error, after parsing finished)	30.882541448	21.567847444996005	625.303552	cloud-23942										
array-programs/partial_mod_count_2.yml	true											ERROR (server error, after parsing finished)	38.979779891	22.483925757998804	573.972480	cloud-24261										
array-programs/partial_mod_count_3.yml	true											ERROR (server error, after parsing finished)	101.038809056	81.86270470599993	687.751168	cloud-24441										
array-programs/partial_mod_count_4.yml	true											ERROR (server error, after parsing finished)	31.713079854	17.479489566001575	617.947136	cloud-24443										
array-programs/partial_mod_count_5.yml	true											ERROR (server error, after parsing finished)	42.743152651	28.41352284200184	621.932544	cloud-24261										
array-programs/partial_mod_count_limited_1.yml	true											ERROR (server error, after parsing finished)	25.161327164	14.52889517499716	595.976192	cloud-23941										
array-programs/partial_mod_count_limited_2.yml	true											ERROR (server error, after parsing finished)	68.312539804	52.84402882599534	601.575424	cloud-24441										
array-programs/partial_mod_count_limited_3.yml	true											ERROR (server error, after parsing finished)	36.1284152	20.51129730700268	631.558144	cloud-24261										
array-programs/partial_mod_count_limited_4.yml	true											ERROR (server error, after parsing finished)	36.610105487	20.98637242299992	627.904512	cloud-24441										
array-programs/partial_mod_count_limited_5.yml	true											ERROR (server error, after parsing finished)	37.222635972	22.189971041996614	622.682112	cloud-24443										
array-programs/partial_mod_count_limited_base.yml	true											ERROR (server error, after parsing finished)	22.727540835	14.129671222995967	559.579136	cloud-23942										
array-programs/partial_mod_count_limited_gen.yml	true											ERROR (server error, after parsing finished)	52.55185656	35.41959738099831	672.845824	cloud-24444										
array-crafted/bAnd1.yml	true											ERROR (server error, after parsing finished)	25.801191	14.27419774000009	544.272384	cloud-24441										
array-crafted/bAnd2.yml	true											ERROR (server error, after parsing finished)	22.176437506	12.236535054999877	581.419008	cloud-24443										
array-crafted/bAnd3.yml	true											ERROR (server error, after parsing finished)	27.21673566	15.010749998000392	585.461760	cloud-24441										
array-crafted/bAnd4.yml	true											ERROR (server error, after parsing finished)	27.688467376	15.033722819000104	560.287744	cloud-24261										
array-crafted/bAnd5.yml	true											ERROR (frontend failed, before parsing finished)	2.700582131	1.601385197001946	104.857600	cloud-24261										
array-crafted/bor1.yml	true											ERROR (server error, after parsing finished)	25.136366919	13.746978104998561	535.060480	cloud-24441										
array-crafted/bor2.yml	true											ERROR (server error, after parsing finished)	29.623489964	16.159343597006227	581.763072	cloud-24444										
array-crafted/bor3.yml	true											ERROR (server error, after parsing finished)	28.408052057	15.680727706003381	568.070144	cloud-24444										
array-crafted/bor4.yml	true											ERROR (server error, after parsing finished)	21.161338116	11.685674446998746	569.032704	cloud-23941										
array-crafted/bor5.yml	true											ERROR (frontend failed, before parsing finished)	2.885388342	1.6489721210000425	116.359168	cloud-24261										
array-crafted/mapavg1.yml	true											ERROR (server error, after parsing finished)	137.435597589	114.62095839500034	709.513216	cloud-24261										
array-crafted/mapavg2.yml	true											ERROR (server error, after parsing finished)	138.412559217	114.24588440499792	705.593344	cloud-24441										
array-crafted/mapavg3.yml	true											ERROR (server error, after parsing finished)	137.06697171	114.57040783900084	682.405888	cloud-24444										
array-crafted/mapavg4.yml	true											ERROR (server error, after parsing finished)	139.213985488	114.96667413700197	747.548672	cloud-24261										
array-crafted/mapavg5.yml	true											ERROR (frontend failed, before parsing finished)	2.794443249	1.6350921709999966	115.036160	cloud-24261										
array-crafted/mapsum1.yml	true											ERROR (server error, after parsing finished)	132.980692554	112.6630148180011	740.970496	cloud-24444										
array-crafted/mapsum2.yml	true											TIMEOUT (ERROR (server error, after parsing finished))	933.770978878	910.2893862210003	1268.244480	cloud-24261										
array-crafted/mapsum3.yml	true											ERROR (server error, after parsing finished)	139.490578299	114.86167599499822	699.252736	cloud-24261										
array-crafted/mapsum4.yml	true											ERROR (generic error, after parsing finished)	140.349708887	118.63672793400474	712.646656	cloud-23944										
array-crafted/mapsum5.yml	true											ERROR (frontend failed, before parsing finished)	2.540894306	1.5064443129995198	105.652224	cloud-24261										
array-crafted/xor1.yml	true											ERROR (server error, after parsing finished)	27.515035147	15.032536482000069	518.373376	cloud-24444										
